"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""Ярославская область"" должен показать не пустой список","","Sat Dec 14 22:17:27 GMT 2024","broken","Sat Dec 14 22:17:27 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","27","Переключение языка (RU -> EN, EN -> RU)","","Sat Dec 14 22:17:28 GMT 2024","broken","Sat Dec 14 22:17:28 GMT 2024","","Проверка шапки сайта (верхний блок)","ru.cbr.tests.HeaderBlockTests","switchLocaleTest"
"","23","Поиск организаций по неполному названию Запрос ""Альфа-Банк"" должен найти компанию АО ""АЛЬФА-БАНК"" (ИНН/ОГРН 7728168971/1027700067328). Статус - Действует","","Sat Dec 14 22:17:27 GMT 2024","broken","Sat Dec 14 22:17:27 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","31","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""Ненецкий автономный округ"" должен показать не пустой список","","Sat Dec 14 22:17:27 GMT 2024","broken","Sat Dec 14 22:17:27 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","36","Быстрый поиск на главной странице","","Sat Dec 14 22:17:28 GMT 2024","broken","Sat Dec 14 22:17:28 GMT 2024","","Проверка шапки сайта (верхний блок)","ru.cbr.tests.HeaderBlockTests","quickSearchTest"
"","51","Поиск организаций по неполному названию Запрос ""ВТБ"" должен найти компанию Банк ВТБ (ПАО) (ИНН/ОГРН 7702070139/1027739609391). Статус - Действует","","Sat Dec 14 22:17:27 GMT 2024","broken","Sat Dec 14 22:17:27 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","17","В боковом меню 6 общих ссылок работают При клике на ""Контактная информация"" переходит на cbr.ru/contacts","","Sat Dec 14 22:17:28 GMT 2024","broken","Sat Dec 14 22:17:28 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","22","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""город Москва"" должен показать не пустой список","","Sat Dec 14 22:17:27 GMT 2024","broken","Sat Dec 14 22:17:27 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","497","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""Алтайский край"" должен показать не пустой список","","Sat Dec 14 22:17:26 GMT 2024","broken","Sat Dec 14 22:17:27 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","23","В боковом меню 6 общих ссылок работают При клике на ""Новости"" переходит на cbr.ru/news","","Sat Dec 14 22:17:28 GMT 2024","broken","Sat Dec 14 22:17:28 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","26","Проверка номеров телефонов в футере Телефон +7 499 300-30-00 есть","","Sat Dec 14 22:17:28 GMT 2024","broken","Sat Dec 14 22:17:28 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","31","В боковом меню 6 общих ссылок работают При клике на ""О сайте"" переходит на cbr.ru/about","","Sat Dec 14 22:17:28 GMT 2024","broken","Sat Dec 14 22:17:28 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","38","Проверка номеров телефонов в футере Телефон 8 800 300-30-00 есть","","Sat Dec 14 22:17:28 GMT 2024","broken","Sat Dec 14 22:17:28 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
