"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23","Проверка номеров телефонов в футере Телефон 8 800 300-30-00 есть","","Tue Dec 10 18:41:35 GMT 2024","broken","Tue Dec 10 18:41:35 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","20","Быстрый поиск на главной странице","","Tue Dec 10 18:41:35 GMT 2024","broken","Tue Dec 10 18:41:35 GMT 2024","","Проверка шапки сайта (верхний блок)","ru.cbr.tests.HeaderBlockTests","quickSearchTest"
"","52","В боковом меню 6 общих ссылок работают При клике на ""Контактная информация"" переходит на cbr.ru/contacts","","Tue Dec 10 18:41:35 GMT 2024","broken","Tue Dec 10 18:41:35 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","461","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""Алтайский край"" должен показать не пустой список","","Tue Dec 10 18:41:34 GMT 2024","broken","Tue Dec 10 18:41:34 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","41","В боковом меню 6 общих ссылок работают При клике на ""О сайте"" переходит на cbr.ru/about","","Tue Dec 10 18:41:35 GMT 2024","broken","Tue Dec 10 18:41:35 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","30","В боковом меню 6 общих ссылок работают При клике на ""Новости"" переходит на cbr.ru/news","","Tue Dec 10 18:41:35 GMT 2024","broken","Tue Dec 10 18:41:35 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","29","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""Ярославская область"" должен показать не пустой список","","Tue Dec 10 18:41:34 GMT 2024","broken","Tue Dec 10 18:41:34 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","28","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""город Москва"" должен показать не пустой список","","Tue Dec 10 18:41:34 GMT 2024","broken","Tue Dec 10 18:41:34 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","18","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности ""Все"" должен показать не пустой список","","Tue Dec 10 18:41:35 GMT 2024","broken","Tue Dec 10 18:41:35 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","23","Поиск организаций по неполному названию Запрос ""Альфа-Банк"" должен найти компанию АО ""АЛЬФА-БАНК"" (ИНН/ОГРН 7728168971/1027700067328). Статус - Действует","","Tue Dec 10 18:41:34 GMT 2024","broken","Tue Dec 10 18:41:34 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","21","Проверка номеров телефонов в футере Телефон +7 499 300-30-00 есть","","Tue Dec 10 18:41:35 GMT 2024","broken","Tue Dec 10 18:41:35 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","26","Проверка номеров телефонов в футере Телефон 300 есть","","Tue Dec 10 18:41:35 GMT 2024","broken","Tue Dec 10 18:41:35 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","21","В боковом меню 6 общих ссылок работают При клике на ""Карта сайта"" переходит на cbr.ru/sitemap","","Tue Dec 10 18:41:35 GMT 2024","broken","Tue Dec 10 18:41:35 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
