"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32","Проверка номеров телефонов в футере Телефон 300 есть","","Mon Dec 09 07:45:32 GMT 2024","broken","Mon Dec 09 07:45:32 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","24","В боковом меню 6 общих ссылок работают При клике на""Решения Банка России"" переходит на cbr.ru/rbr","","Mon Dec 09 07:45:33 GMT 2024","broken","Mon Dec 09 07:45:33 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","14","Поиск организаций по неполному названию Запрос ""Альфа-Банк"" должен найти компанию АО ""АЛЬФА-БАНК"" (ИНН/ОГРН 7728168971/1027700067328). Статус - Действует","","Mon Dec 09 07:45:32 GMT 2024","broken","Mon Dec 09 07:45:32 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","11","Логотип кликабельный","","Mon Dec 09 07:45:33 GMT 2024","broken","Mon Dec 09 07:45:33 GMT 2024","","Проверка шапки сайта (верхний блок)","ru.cbr.tests.HeaderBlockTests","checkClickableLogoTest"
"","31","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности Со статусом вида деятельности ""Действует"" должен показать не пустой список","","Mon Dec 09 07:45:32 GMT 2024","broken","Mon Dec 09 07:45:32 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","28","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""Ярославская область"" должен показать не пустой список","","Mon Dec 09 07:45:32 GMT 2024","broken","Mon Dec 09 07:45:32 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","456","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""Алтайский край"" должен показать не пустой список","","Mon Dec 09 07:45:31 GMT 2024","broken","Mon Dec 09 07:45:32 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","33","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности Со статусом вида деятельности ""Не действует"" должен показать не пустой список","","Mon Dec 09 07:45:32 GMT 2024","broken","Mon Dec 09 07:45:32 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","23","Проверка номеров телефонов в футере Телефон 8 800 300-30-00 есть","","Mon Dec 09 07:45:32 GMT 2024","broken","Mon Dec 09 07:45:33 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","10","В боковом меню 6 общих ссылок работают При клике на""О сайте"" переходит на cbr.ru/about","","Mon Dec 09 07:45:33 GMT 2024","broken","Mon Dec 09 07:45:33 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","24","Поиск организаций по неполному названию Запрос ""ВТБ"" должен найти компанию Банк ВТБ (ПАО) (ИНН/ОГРН 7702070139/1027739609391). Статус - Действует","","Mon Dec 09 07:45:32 GMT 2024","broken","Mon Dec 09 07:45:32 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","13","Проверка номеров телефонов в футере Телефон +7 499 300-30-00 есть","","Mon Dec 09 07:45:33 GMT 2024","broken","Mon Dec 09 07:45:33 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","39","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""Ненецкий автономный округ"" должен показать не пустой список","","Mon Dec 09 07:45:32 GMT 2024","broken","Mon Dec 09 07:45:32 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
