"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","Поиск организаций по неполному названию Запрос ""Альфа-Банк"" должен найти компанию АО ""АЛЬФА-БАНК"" (ИНН/ОГРН 7728168971/1027700067328). Статус - Действует","","Mon Dec 02 20:04:42 GMT 2024","broken","Mon Dec 02 20:04:42 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","37","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""город Москва"" должен показать не пустой список","","Mon Dec 02 20:04:42 GMT 2024","broken","Mon Dec 02 20:04:42 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","18","В боковом меню 6 общих ссылок работают При клике на""Контактная информация"" переходит на cbr.ru/contacts","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","59","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""Ямало-Ненецкий автономный округ"" должен показать не пустой список","","Mon Dec 02 20:04:42 GMT 2024","broken","Mon Dec 02 20:04:42 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","55","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности Со статусом вида деятельности ""Все"" должен показать не пустой список","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","29","В боковом меню 6 общих ссылок работают При клике на""Меры защиты финансового рынка"" переходит на cbr.ru/support_measures","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","39","Проверка номеров телефонов в футере Телефон 300 есть","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","16","Поиск организаций по неполному названию Запрос ""ВТБ"" должен найти компанию Банк ВТБ (ПАО) (ИНН/ОГРН 7702070139/1027739609391). Статус - Действует","","Mon Dec 02 20:04:42 GMT 2024","broken","Mon Dec 02 20:04:42 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","19","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""Амурская область"" должен показать не пустой список","","Mon Dec 02 20:04:42 GMT 2024","broken","Mon Dec 02 20:04:42 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","28","Поиск организаций по неполному названию Запрос ""Петрокоммерц"" должен найти компанию ОАО Банк ""Петрокоммерц"" (ИНН/ОГРН 7707284568/1027739340584). Статус - Не действует","","Mon Dec 02 20:04:42 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","17","Проверка заголовков верхнего уровня","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Проверка страницы ""Карта сайта""","ru.cbr.tests.SiteMapTests","mainGroupsTest"
"","14","Проверка номеров телефонов в футере Телефон +7 499 300-30-00 есть","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","14","Проверка номеров телефонов в футере Телефон 8 800 300-30-00 есть","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","26","В боковом меню 6 общих ссылок работают При клике на""Решения Банка России"" переходит на cbr.ru/rbr","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","82","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""город Санкт-Петербург"" должен показать не пустой список","","Mon Dec 02 20:04:42 GMT 2024","broken","Mon Dec 02 20:04:42 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","16","Быстрый поиск на главной странице","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Проверка шапки сайта (верхний блок)","ru.cbr.tests.HeaderBlockTests","quickSearchTest"
"","35","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""Ненецкий автономный округ"" должен показать не пустой список","","Mon Dec 02 20:04:42 GMT 2024","broken","Mon Dec 02 20:04:42 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","30","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности Со статусом вида деятельности ""Действует"" должен показать не пустой список","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","15","В боковом меню 6 общих ссылок работают При клике на""Новости"" переходит на cbr.ru/news","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","22","В боковом меню 6 общих ссылок работают При клике на""О сайте"" переходит на cbr.ru/about","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","17","В боковом меню 6 общих ссылок работают При клике на""Карта сайта"" переходит на cbr.ru/sitemap","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","16","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""Ярославская область"" должен показать не пустой список","","Mon Dec 02 20:04:42 GMT 2024","broken","Mon Dec 02 20:04:42 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","26","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности Со статусом вида деятельности ""Не действует"" должен показать не пустой список","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","16","Логотип кликабельный","","Mon Dec 02 20:04:43 GMT 2024","broken","Mon Dec 02 20:04:43 GMT 2024","","Проверка шапки сайта (верхний блок)","ru.cbr.tests.HeaderBlockTests","checkClickableLogoTest"
