"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности ""Действует"" должен показать не пустой список","","Mon Dec 09 12:24:05 GMT 2024","broken","Mon Dec 09 12:24:05 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","45","В боковом меню 6 общих ссылок работают При клике на ""Контактная информация"" переходит на cbr.ru/contacts","","Mon Dec 09 12:24:06 GMT 2024","broken","Mon Dec 09 12:24:06 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","49","Поиск организаций по неполному названию Запрос ""Петрокоммерц"" должен найти компанию ОАО Банк ""Петрокоммерц"" (ИНН/ОГРН 7707284568/1027739340584). Статус - Не действует","","Mon Dec 09 12:24:05 GMT 2024","broken","Mon Dec 09 12:24:05 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","467","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""Алтайский край"" должен показать не пустой список","","Mon Dec 09 12:24:04 GMT 2024","broken","Mon Dec 09 12:24:05 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","36","Проверка номеров телефонов в футере Телефон 300 есть","","Mon Dec 09 12:24:05 GMT 2024","broken","Mon Dec 09 12:24:06 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","19","В боковом меню 6 общих ссылок работают При клике на ""Новости"" переходит на cbr.ru/news","","Mon Dec 09 12:24:06 GMT 2024","broken","Mon Dec 09 12:24:06 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","50","Поиск организаций по неполному названию Запрос ""ВТБ"" должен найти компанию Банк ВТБ (ПАО) (ИНН/ОГРН 7702070139/1027739609391). Статус - Действует","","Mon Dec 09 12:24:05 GMT 2024","broken","Mon Dec 09 12:24:05 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","24","Проверка номеров телефонов в футере Телефон 8 800 300-30-00 есть","","Mon Dec 09 12:24:06 GMT 2024","broken","Mon Dec 09 12:24:06 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","55","В боковом меню 6 общих ссылок работают При клике на ""Карта сайта"" переходит на cbr.ru/sitemap","","Mon Dec 09 12:24:06 GMT 2024","broken","Mon Dec 09 12:24:06 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","29","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""Ярославская область"" должен показать не пустой список","","Mon Dec 09 12:24:05 GMT 2024","broken","Mon Dec 09 12:24:05 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","40","В боковом меню 6 общих ссылок работают При клике на ""Решения Банка России"" переходит на cbr.ru/rbr","","Mon Dec 09 12:24:06 GMT 2024","broken","Mon Dec 09 12:24:06 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","18","Проверка номеров телефонов в футере Телефон +7 499 300-30-00 есть","","Mon Dec 09 12:24:06 GMT 2024","broken","Mon Dec 09 12:24:06 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","26","Поиск организаций по неполному названию Запрос ""Альфа-Банк"" должен найти компанию АО ""АЛЬФА-БАНК"" (ИНН/ОГРН 7728168971/1027700067328). Статус - Действует","","Mon Dec 09 12:24:05 GMT 2024","broken","Mon Dec 09 12:24:05 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","24","Проверка заголовков верхнего уровня","","Mon Dec 09 12:24:06 GMT 2024","broken","Mon Dec 09 12:24:06 GMT 2024","","Проверка страницы ""Карта сайта""","ru.cbr.tests.SiteMapTests","mainGroupsTest"
"","22","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""город Москва"" должен показать не пустой список","","Mon Dec 09 12:24:05 GMT 2024","broken","Mon Dec 09 12:24:05 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","18","В боковом меню 6 общих ссылок работают При клике на ""О сайте"" переходит на cbr.ru/about","","Mon Dec 09 12:24:06 GMT 2024","broken","Mon Dec 09 12:24:06 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","22","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" , по региону ""Ненецкий автономный округ"" должен показать не пустой список","","Mon Dec 09 12:24:05 GMT 2024","broken","Mon Dec 09 12:24:05 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","17","Логотип кликабельный","","Mon Dec 09 12:24:06 GMT 2024","broken","Mon Dec 09 12:24:06 GMT 2024","","Проверка шапки сайта (верхний блок)","ru.cbr.tests.HeaderBlockTests","checkClickableLogoTest"
"","15","Переключение языка (RU -> EN, EN -> RU)","","Mon Dec 09 12:24:06 GMT 2024","broken","Mon Dec 09 12:24:06 GMT 2024","","Проверка шапки сайта (верхний блок)","ru.cbr.tests.HeaderBlockTests","switchLocaleTest"
"","36","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности ""Не действует"" должен показать не пустой список","","Mon Dec 09 12:24:05 GMT 2024","broken","Mon Dec 09 12:24:05 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","23","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности ""Все"" должен показать не пустой список","","Mon Dec 09 12:24:05 GMT 2024","broken","Mon Dec 09 12:24:05 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","13","Быстрый поиск на главной странице","","Mon Dec 09 12:24:06 GMT 2024","broken","Mon Dec 09 12:24:06 GMT 2024","","Проверка шапки сайта (верхний блок)","ru.cbr.tests.HeaderBlockTests","quickSearchTest"
"","22","В боковом меню 6 общих ссылок работают При клике на ""Меры защиты финансового рынка"" переходит на cbr.ru/support_measures","","Mon Dec 09 12:24:06 GMT 2024","broken","Mon Dec 09 12:24:06 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
