"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17","Поиск организаций по неполному названию Запрос ""Альфа-Банк"" должен найти компанию АО ""АЛЬФА-БАНК"" (ИНН/ОГРН 7728168971/1027700067328). Статус - Действует","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","20","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""Ярославская область"" должен показать не пустой список","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","43","Поиск организаций по неполному названию Запрос ""ВТБ"" должен найти компанию Банк ВТБ (ПАО) (ИНН/ОГРН 7702070139/1027739609391). Статус - Действует","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","11","Переключение языка (RU -> EN, EN -> RU)","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Проверка шапки сайта (верхний блок)","ru.cbr.tests.HeaderBlockTests","switchLocaleTest"
"","37","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности Со статусом вида деятельности ""Все"" должен показать не пустой список","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","25","Проверка номеров телефонов в футере Телефон 300 есть","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","42","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности Со статусом вида деятельности ""Не действует"" должен показать не пустой список","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","12","В боковом меню 6 общих ссылок работают При клике на""Решения Банка России"" переходит на cbr.ru/rbr","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","34","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""город Санкт-Петербург"" должен показать не пустой список","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","24","Поиск организаций по неполному названию Запрос ""Петрокоммерц"" должен найти компанию ОАО Банк ""Петрокоммерц"" (ИНН/ОГРН 7707284568/1027739340584). Статус - Не действует","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","checkByPartialNameOfTheOrganizationTest"
"","13","Проверка номеров телефонов в футере Телефон +7 499 300-30-00 есть","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Проверка футера сайта (нижний блок)","ru.cbr.tests.FooterBlockTests","footerPhoneNumberTest"
"","438","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""Алтайский край"" должен показать не пустой список","","Sun Dec 01 14:04:35 GMT 2024","broken","Sun Dec 01 14:04:35 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","31","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""Ямало-Ненецкий автономный округ"" должен показать не пустой список","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","47","Поиск организаций типа ""Бюро кредитных историй"" со статусом вида деятельности Со статусом вида деятельности ""Действует"" должен показать не пустой список","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByStatusTest"
"","13","В боковом меню 6 общих ссылок работают При клике на""Карта сайта"" переходит на cbr.ru/sitemap","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","10","В боковом меню 6 общих ссылок работают При клике на""Новости"" переходит на cbr.ru/news","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","79","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""Ненецкий автономный округ"" должен показать не пустой список","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
"","16","Проверка заголовков верхнего уровня","","Sun Dec 01 14:04:37 GMT 2024","broken","Sun Dec 01 14:04:37 GMT 2024","","Проверка страницы ""Карта сайта""","ru.cbr.tests.SiteMapTests","mainGroupsTest"
"","13","В боковом меню 6 общих ссылок работают При клике на""Контактная информация"" переходит на cbr.ru/contacts","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","15","Быстрый поиск на главной странице","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Проверка шапки сайта (верхний блок)","ru.cbr.tests.HeaderBlockTests","quickSearchTest"
"","9","В боковом меню 6 общих ссылок работают При клике на""О сайте"" переходит на cbr.ru/about","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Проверка бокового меню","ru.cbr.tests.OffsetMenuTests","offsetMenuQuickLinksTest"
"","17","Поиск по региону организаций типа ""Микрофинансовые организации"" со статусом ""Действует"" По региону ""город Москва"" должен показать не пустой список","","Sun Dec 01 14:04:36 GMT 2024","broken","Sun Dec 01 14:04:36 GMT 2024","","Поиск организаций, участников финансового рынка","ru.cbr.tests.FinOrgTests","searchFinOrgWithFilterByRegionTest"
